MATRICULA,SIT._LIG_AGUA,SIT._LIG_ESGOTO,NUMERO_HIDROMETRO,TIPO_HIDROMETRO,MARCA_HIDROMETRO,CAPACIDADE_HIDROMETRO,DIAMETRO_HIDROMETRO,CLASSE_METROLOGICA,DATA_INSTALACAO_HIDROMETRO,CATEGORIA_PRINCIPAL,NUMERO_ECONOMIAS_RES,NUMERO_ECONOMIAS_COM,NUMERO_ECONOMIAS_IND,NUMERO_ECONOMIAS_PUB,VOLUME_LIDO,VOLUME_REAL,VOLUME_FATURADO,VALOR_AGUA,VALOR_ESGOTO,VALOR_SERVICOS,VALOR_IMPOSTOS,VALOR_DESCONTOS,VALOR_TOTAL,VOLUME_LIDO_01,VOLUME_REAL_01,VOLUME_FATURADO_01,VALOR_AGUA_01,VALOR_ESGOTO_01,VALOR_SERVICOS_01,VALOR_IMPOSTOS_01,VALOR_DESCONTOS_01,VALOR_TOTAL_01,VOLUME_LIDO_02,VOLUME_REAL_02,VOLUME_FATURADO_02,VALOR_AGUA_02,VALOR_ESGOTO_02,VALOR_SERVICOS_02,VALOR_IMPOSTOS_02,VALOR_DESCONTOS_02,VALOR_TOTAL_02,VOLUME_LIDO_03,VOLUME_REAL_03,VOLUME_FATURADO_03,VALOR_AGUA_03,VALOR_ESGOTO_03,VALOR_SERVICOS_03,VALOR_IMPOSTOS_03,VALOR_DESCONTOS_03,VALOR_TOTAL_03,VOLUME_LIDO_04,VOLUME_REAL_04,VOLUME_FATURADO_04,VALOR_AGUA_04,VALOR_ESGOTO_04,VALOR_SERVICOS_04,VALOR_IMPOSTOS_04,VALOR_DESCONTOS_04,VALOR_TOTAL_04,VOLUME_LIDO_05,VOLUME_REAL_05,VOLUME_FATURADO_05,VALOR_AGUA_05,VALOR_ESGOTO_05,VALOR_SERVICOS_05,VALOR_IMPOSTOS_05,VALOR_DESCONTOS_05,VALOR_TOTAL_05,VOLUME_LIDO_06,VOLUME_REAL_06,VOLUME_FATURADO_06,VALOR_AGUA_06,VALOR_ESGOTO_06,VALOR_SERVICOS_06,VALOR_IMPOSTOS_06,VALOR_DESCONTOS_06,VALOR_TOTAL_06,VOLUME_LIDO_07,VOLUME_REAL_07,VOLUME_FATURADO_07,VALOR_AGUA_07,VALOR_ESGOTO_07,VALOR_SERVICOS_07,VALOR_IMPOSTOS_07,VALOR_DESCONTOS_07,VALOR_TOTAL_07,VOLUME_LIDO_08,VOLUME_REAL_08,VOLUME_FATURADO_08,VALOR_AGUA_08,VALOR_ESGOTO_08,VALOR_SERVICOS_08,VALOR_IMPOSTOS_08,VALOR_DESCONTOS_08,VALOR_TOTAL_08,VOLUME_LIDO_09,VOLUME_REAL_09,VOLUME_FATURADO_09,VALOR_AGUA_09,VALOR_ESGOTO_09,VALOR_SERVICOS_09,VALOR_IMPOSTOS_09,VALOR_DESCONTOS_09,VALOR_TOTAL_09,VOLUME_LIDO_10,VOLUME_REAL_10,VOLUME_FATURADO_10,VALOR_AGUA_10,VALOR_ESGOTO_10,VALOR_SERVICOS_10,VALOR_IMPOSTOS_10,VALOR_DESCONTOS_10,VALOR_TOTAL_10,VOLUME_LIDO_11,VOLUME_REAL_11,VOLUME_FATURADO_11,VALOR_AGUA_11,VALOR_ESGOTO_11,VALOR_SERVICOS_11,VALOR_IMPOSTOS_11,VALOR_DESCONTOS_11,VALOR_TOTAL_11,VOLUME_LIDO_12,VOLUME_REAL_12,VOLUME_FATURADO_12,VALOR_AGUA_12,VALOR_ESGOTO_12,VALOR_SERVICOS_12,VALOR_IMPOSTOS_12,VALOR_DESCONTOS_12,VALOR_TOTAL_12
1222626-2,Ativa,Ativa,Y24L094470,Unijato,MARCA C,"1,6","3/4""",Classe A,19/05/2025,Comercial,,2.0,,,16.0,16.0,20.0,152.58,122.06,0.0,0.0,0.0,274.64,14.0,14.0,20.0,152.58,122.06,0.0,0.0,0.0,274.64,14.0,14.0,20.0,152.58,122.06,0.0,0.0,0.0,274.64,12.0,12.0,20.0,152.58,122.06,43.31,0.0,0.0,317.95,13.0,13.0,20.0,145.76,116.61,0.0,0.0,0.0,262.37,14.0,14.0,20.0,145.76,116.61,0.0,0.0,0.0,262.37,15.0,15.0,20.0,145.76,116.61,39.2,0.0,0.0,301.57,15.0,15.0,20.0,145.76,116.61,0.0,0.0,0.0,262.37,17.0,17.0,20.0,145.76,116.61,0.0,0.0,0.0,262.37,17.0,17.0,20.0,145.76,116.61,0.0,0.0,0.0,262.37,15.0,15.0,20.0,145.76,116.61,6.21,0.0,0.0,268.58,15.0,15.0,20.0,145.76,116.61,18.21,0.0,0.0,280.58,14.0,14.0,20.0,145.76,116.61,0.0,0.0,0.0,262.37
1222995-4,Ativa,Ativa,Y24L094577,Unijato,MARCA C,"1,6","3/4""",Classe A,16/07/2025,Residencial,1.0,,,,14.0,14.0,14.0,89.89,71.91,0.0,0.0,0.0,161.8,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,74.0,74.0,74.0,877.57,702.06,-1153.82,0.0,0.0,425.81,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03
1225506-8,Ativa,Ativa,A23AA0210810,Multijato,MARCA A,"1,5","3/4""",Classe B,07/12/2023,Comercial,,1.0,,,29.0,29.0,29.0,310.75,248.6,0.0,0.0,0.0,559.35,19.0,19.0,19.0,187.35,149.88,0.0,0.0,0.0,337.23,24.0,24.0,24.0,249.05,199.24,0.0,0.0,0.0,448.29,24.0,24.0,24.0,249.05,199.24,0.0,0.0,0.0,448.29,31.0,31.0,31.0,320.47,256.38,0.0,0.0,0.0,576.85,27.0,27.0,27.0,273.31,218.65,0.0,0.0,0.0,491.96,31.0,31.0,31.0,320.47,256.38,0.0,0.0,0.0,576.85,36.0,36.0,36.0,379.42,303.54,0.0,0.0,0.0,682.96,25.0,25.0,25.0,249.73,199.78,0.0,0.0,0.0,449.51,22.0,22.0,22.0,214.36,171.49,0.0,0.0,0.0,385.85,22.0,22.0,22.0,214.36,171.49,0.0,0.0,0.0,385.85,20.0,20.0,20.0,190.78,152.62,0.0,0.0,0.0,343.4,25.0,25.0,25.0,249.73,199.78,0.0,0.0,0.0,449.51
1225548-3,Cortada Ramal,Ativa,,,,,,,,Industrial,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226440-7,Ativa,Ativa,Y22S490361,Unijato,MARCA A,"1,6","3/4""",Classe B,27/03/2024,Residencial,1.0,,,,18.0,18.0,18.0,128.01,102.41,0.0,0.0,0.0,230.42,4.0,4.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,999977.0,10.0,10.0,51.77,41.42,13.48,0.0,0.0,106.67,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,11.6,0.0,0.0,100.63,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,3.74,0.0,0.0,92.77,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,7.26,0.0,0.0,96.29,10.0,10.0,10.0,49.46,39.57,4.63,0.0,0.0,93.66,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03
1226991-3,Ativa,Ativa,Y24L094618,Unijato,MARCA C,"1,6","3/4""",Classe A,16/07/2025,Residencial,1.0,,,,11.0,11.0,11.0,61.3,49.04,2.59,0.0,0.0,112.93,11.0,11.0,11.0,61.3,49.04,0.0,0.0,0.0,110.34,12.0,12.0,12.0,70.83,56.66,0.0,0.0,0.0,127.49,11.0,11.0,11.0,61.3,49.04,2.81,0.0,0.0,113.15,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,11.0,11.0,11.0,58.56,46.85,2.22,0.0,0.0,107.63,13.0,13.0,13.0,76.76,61.41,2.25,0.0,0.0,140.42,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,10.0,10.0,10.0,49.46,39.57,1.9,0.0,0.0,90.93,8.0,8.0,10.0,49.46,39.57,2.26,0.0,0.0,91.29,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03
1229121-8,Ativa,Ativa,Y21S506372,Unijato,MARCA A,"1,6","3/4""",Classe B,21/09/2022,Residencial,1.0,,,,35.0,35.0,35.0,327.12,261.7,28.66,0.0,0.0,617.48,40.0,40.0,40.0,393.32,314.66,0.0,0.0,0.0,707.98,44.0,44.0,44.0,446.28,357.02,56.68,0.0,0.0,859.98,44.0,44.0,44.0,446.28,357.02,31.88,0.0,0.0,835.18,79.0,79.0,79.0,955.77,764.62,0.0,0.0,0.0,1720.39,41.0,41.0,41.0,388.36,310.69,26.97,0.0,0.0,726.02,38.0,38.0,38.0,350.41,280.33,23.4,0.0,0.0,654.14,42.0,42.0,42.0,401.01,320.81,25.8,0.0,0.0,747.62,42.0,42.0,42.0,401.01,320.81,20.73,0.0,0.0,742.55,38.0,38.0,38.0,350.41,280.33,25.55,0.0,0.0,656.29,40.0,40.0,40.0,375.71,300.57,27.5,0.0,0.0,703.78,35.0,35.0,35.0,312.46,249.97,30.3,0.0,0.0,592.73,41.0,41.0,41.0,388.36,310.69,24.6,0.0,0.0,723.65
1229127-7,Ativa,Ativa,Y21S227088,Unijato,MARCA A,"1,6","3/4""",Classe B,18/05/2022,Residencial,1.0,,,,11.0,11.0,11.0,61.3,49.04,145.69,0.0,0.0,256.03,9.0,9.0,10.0,51.77,41.42,145.69,0.0,0.0,238.88,12.0,12.0,12.0,70.83,56.66,145.69,0.0,0.0,273.18,7.0,7.0,10.0,51.77,41.42,139.18,0.0,0.0,232.37,15.0,15.0,15.0,94.96,75.97,139.18,0.0,0.0,310.11,10.0,10.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,8.0,8.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,9.0,9.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,11.0,11.0,11.0,58.56,46.85,139.18,0.0,0.0,244.59,12.0,12.0,12.0,67.66,54.13,139.18,0.0,0.0,260.97,19.0,19.0,19.0,131.36,105.09,139.18,0.0,0.0,375.63,13.0,13.0,13.0,76.76,61.41,139.18,0.0,0.0,277.35,12.0,12.0,12.0,67.66,54.13,139.18,0.0,0.0,260.97
1229132-3,Ativa,Ativa,Y22S490727,Unijato,MARCA A,"1,6","3/4""",Classe B,14/05/2024,Residencial,1.0,,,,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,18.0,18.0,18.0,128.01,102.41,0.0,0.0,0.0,230.42,17.0,17.0,17.0,118.48,94.78,0.0,0.0,0.0,213.26,25.0,25.0,25.0,194.72,155.78,0.0,0.0,0.0,350.5,17.0,17.0,17.0,113.16,90.53,5.14,0.0,0.0,208.83,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31
1229243-5,Ativa,Ativa,Y24L183794,Unijato,MARCA C,"1,6","3/4""",Classe A,17/03/2025,Residencial,1.0,,,,0.0,0.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,0.0,0.0,10.0,51.77,41.42,3.33,0.0,0.0,96.52,8.0,8.0,10.0,51.77,41.42,8.08,0.0,0.0,101.27,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,9.0,9.0,10.0,49.46,39.57,11.89,0.0,0.0,100.92,9.0,9.0,10.0,49.46,39.57,3.81,0.0,0.0,92.84,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,10.0,10.0,10.0,49.46,39.57,59.86,0.0,0.0,148.89,4.0,4.0,10.0,49.46,39.57,1.81,0.0,0.0,90.84,2.0,2.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,998785.0,10.0,10.0,49.46,39.57,46.01,0.0,0.0,135.04
1230191-4,Ativa,Ativa,Y19S042870,Unijato,MARCA D,"1,6","3/4""",Classe B,03/02/2020,Residencial,1.0,,,,15.0,15.0,15.0,99.42,79.54,145.69,0.0,0.0,324.65,14.0,14.0,14.0,89.89,71.91,145.69,0.0,0.0,307.49,16.0,16.0,16.0,108.95,87.16,145.69,0.0,0.0,341.8,18.0,18.0,18.0,128.01,102.41,139.18,0.0,0.0,369.6,12.0,12.0,12.0,67.66,54.13,139.18,0.0,0.0,260.97,15.0,15.0,15.0,94.96,75.97,139.18,0.0,0.0,310.11,13.0,13.0,13.0,76.76,61.41,139.18,0.0,0.0,277.35,13.0,13.0,13.0,76.76,61.41,139.18,0.0,0.0,277.35,13.0,13.0,13.0,76.76,61.41,139.18,0.0,0.0,277.35,13.0,13.0,13.0,76.76,61.41,139.18,0.0,0.0,277.35,14.0,14.0,14.0,85.86,68.69,139.18,0.0,0.0,293.73,20.0,20.0,20.0,140.46,112.37,139.18,0.0,0.0,392.01,15.0,15.0,15.0,94.96,75.97,139.18,0.0,0.0,310.11
1230194-9,Ativa,Ativa,Y22S490227,Unijato,MARCA A,"1,6","3/4""",Classe B,07/12/2023,Comercial,,1.0,,,0.0,0.0,10.0,76.29,61.03,0.0,0.0,0.0,137.32,0.0,0.0,10.0,76.29,61.03,0.0,0.0,0.0,137.32,0.0,0.0,10.0,76.29,61.03,2.79,0.0,0.0,140.11,0.0,0.0,10.0,76.29,61.03,0.0,0.0,0.0,137.32,0.0,0.0,10.0,72.88,58.3,0.0,0.0,0.0,131.18,0.0,0.0,10.0,72.88,58.3,0.0,0.0,0.0,131.18,0.0,0.0,10.0,72.88,58.3,0.09,0.0,0.0,131.27,0.0,0.0,10.0,72.88,58.3,0.0,0.0,0.0,131.18,0.0,0.0,10.0,72.88,58.3,3.28,0.0,0.0,134.46,0.0,0.0,10.0,72.88,58.3,4.63,0.0,0.0,135.81,0.0,0.0,10.0,72.88,58.3,13.44,0.0,0.0,144.62,0.0,0.0,10.0,72.88,58.3,0.0,0.0,0.0,131.18,0.0,0.0,10.0,72.88,58.3,0.0,0.0,0.0,131.18
1230197-3,Ativa,Ativa,Y22S490329,Unijato,MARCA A,"1,6","3/4""",Classe B,07/12/2023,Industrial,,,1.0,,3.0,3.0,10.0,76.81999999999998,61.46,0.0,0.0,0.0,138.28,2.0,2.0,10.0,76.81999999999998,61.46,0.0,0.0,0.0,138.28,3.0,3.0,10.0,76.81999999999998,61.46,0.0,0.0,0.0,138.28,1.0,1.0,10.0,76.81999999999998,61.46,0.0,0.0,0.0,138.28,3.0,3.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,5.0,5.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,2.0,2.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,4.0,4.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,2.0,2.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,5.0,5.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,4.0,4.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,3.0,3.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,5.0,5.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1
1230220-1,Ativa,Ativa,Y22S490671,Unijato,MARCA A,"1,6","3/4""",Classe B,14/02/2025,Residencial,1.0,,,,40.0,40.0,40.0,393.32,314.66,0.0,0.0,0.0,707.98,0.0,0.0,10.0,51.77,41.42,10.69,0.0,0.0,103.88,0.0,0.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,0.0,0.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,0.0,0.0,10.0,49.46,39.57,5.62,0.0,0.0,94.65,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,2.0,2.0,10.0,49.46,39.57,21.01,0.0,0.0,110.04,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,54.64,0.0,0.0,143.67,4.0,4.0,10.0,49.46,39.57,50.3,0.0,0.0,139.33,2.0,2.0,10.0,49.46,39.57,50.3,0.0,0.0,139.33
1231405-6,Ativa,Ativa,Y21S226096,Unijato,MARCA A,"1,6","3/4""",Classe B,21/07/2022,Residencial,1.0,,,,24.0,24.0,24.0,185.19,148.15,0.0,0.0,0.0,333.34,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,18.0,18.0,18.0,128.01,102.41,0.0,0.0,0.0,230.42,22.0,22.0,22.0,166.13,132.9,0.0,0.0,0.0,299.03,21.0,21.0,21.0,149.56,119.65,0.0,0.0,0.0,269.21,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,25.0,25.0,25.0,185.96,148.77,0.0,0.0,0.0,334.73,26.0,26.0,26.0,198.61,158.89,0.0,0.0,0.0,357.5,22.0,22.0,22.0,158.66,126.93,0.0,0.0,0.0,285.59,26.0,26.0,26.0,198.61,158.89,0.0,0.0,0.0,357.5,26.0,26.0,26.0,198.61,158.89,0.0,0.0,0.0,357.5,22.0,22.0,22.0,158.66,126.93,0.0,0.0,0.0,285.59
1231412-9,Ativa,Ativa,Y21S227286,Unijato,MARCA A,"1,6","3/4""",Classe B,19/05/2022,Residencial,1.0,,,,24.0,24.0,24.0,185.19,148.15,4.98,0.0,0.0,338.32,13.0,13.0,13.0,80.36,64.29,15.16,0.0,0.0,159.81,18.0,18.0,18.0,128.01,102.41,6.64,0.0,0.0,237.06,40.0,40.0,40.0,393.32,314.66,2.56,0.0,0.0,710.54,23.0,23.0,23.0,167.76,134.21,4.75,0.0,0.0,306.72,12.0,12.0,12.0,67.66,54.13,0.01,0.0,0.0,121.8,18.0,18.0,18.0,122.26,97.81,5.79,0.0,0.0,225.86,19.0,19.0,19.0,131.36,105.09,9.04,0.0,0.0,245.49,21.0,21.0,21.0,149.56,119.65,6.12,0.0,0.0,275.33,15.0,15.0,15.0,94.96,75.97,6.13,0.0,0.0,177.06,22.0,22.0,22.0,158.66,126.93,5.97,0.0,0.0,291.56,22.0,22.0,22.0,158.66,126.93,6.16,0.0,0.0,291.75,21.0,21.0,21.0,149.56,119.65,6.18,0.0,0.0,275.39
1231422-6,Ativa,Ativa,Y19S048541,UNIJATO - PRÉ EQUIPADO,MARCA D,"1,6","3/4""",Classe B,24/06/2019,Residencial,1.0,,,,24.0,24.0,24.0,185.19,148.15,4.99,0.0,0.0,338.33,22.0,22.0,22.0,166.13,132.9,7.53,0.0,0.0,306.56,18.0,18.0,18.0,128.01,102.41,3.38,0.0,0.0,233.8,24.0,24.0,24.0,185.19,148.15,3.69,0.0,0.0,337.03,14.0,14.0,14.0,85.86,68.69,4.03,0.0,0.0,158.58,15.0,15.0,15.0,94.96,75.97,4.53,0.0,0.0,175.46,16.0,16.0,16.0,104.06,83.25,4.44,0.0,0.0,191.75,18.0,18.0,18.0,122.26,97.81,3.13,0.0,0.0,223.2,17.0,17.0,17.0,113.16,90.53,4.39,0.0,0.0,208.08,13.0,13.0,13.0,76.76,61.41,4.18,0.0,0.0,142.35,17.0,17.0,17.0,113.16,90.53,5.3,0.0,0.0,208.99,16.0,16.0,16.0,104.06,83.25,8.57,0.0,0.0,195.88,19.0,19.0,19.0,131.36,105.09,8.1,0.0,0.0,244.55
1235213-6,Ativa,Ativa,Y19S042741,UNIJATO - PRÉ EQUIPADO,MARCA D,"1,6","3/4""",Classe B,22/01/2020,Residencial,1.0,,,,15.0,15.0,15.0,99.42,79.54,13.17,0.0,0.0,192.13,17.0,17.0,17.0,118.48,94.78,4.74,0.0,0.0,218.0,22.0,22.0,22.0,166.13,132.9,0.0,0.0,0.0,299.03,29.0,29.0,29.0,247.68,198.14,3.23,0.0,0.0,449.05,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,29.0,29.0,29.0,236.56,189.25,0.0,0.0,0.0,425.81,32.0,32.0,32.0,274.51,219.61,6.04,0.0,0.0,500.16,23.0,23.0,23.0,167.76,134.21,12.82,0.0,0.0,314.79,21.0,21.0,21.0,149.56,119.65,5.46,0.0,0.0,274.67,13.0,13.0,13.0,76.76,61.41,7.33,0.0,0.0,145.5,22.0,22.0,22.0,158.66,126.93,0.0,0.0,0.0,285.59,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55
1235505-4,Ativa,Ativa,Y22S490324,Unijato,MARCA A,"1,6","3/4""",Classe B,07/12/2023,Comercial,,1.0,,,16.0,16.0,16.0,150.33,120.26,132.89,0.0,0.0,403.48,18.0,18.0,18.0,175.01,140.01,118.75,0.0,0.0,433.77,9.0,9.0,10.0,76.29,61.03,118.75,0.0,0.0,256.07,10.0,10.0,10.0,76.29,61.03,178.6,0.0,0.0,315.92,18.0,18.0,18.0,167.2,133.76,0.0,0.0,0.0,300.96,19.0,19.0,19.0,178.99,143.19,0.0,0.0,0.0,322.18,24.0,24.0,24.0,237.94,190.35,35.16,0.0,0.0,463.45,24.0,24.0,24.0,237.94,190.35,15.45,0.0,0.0,443.74,23.0,23.0,23.0,226.15,180.92,0.0,0.0,0.0,407.07,21.0,21.0,21.0,202.57,162.06,39.58,0.0,0.0,404.21,21.0,21.0,21.0,202.57,162.06,23.49,0.0,0.0,388.12,19.0,19.0,19.0,178.99,143.19,0.0,0.0,0.0,322.18,23.0,23.0,23.0,226.15,180.92,24.01,0.0,0.0,431.08
1236055-4,Ativa,Ativa,Y22S490770,Unijato,MARCA A,"1,6","3/4""",Classe B,24/10/2024,Residencial,1.0,,,,18.0,18.0,18.0,128.01,102.41,0.0,0.0,0.0,230.42,11.0,11.0,11.0,61.3,49.04,0.0,0.0,0.0,110.34,17.0,17.0,17.0,118.48,94.78,3.4,0.0,0.0,216.66,15.0,15.0,15.0,99.42,79.54,4.89,0.0,0.0,183.85,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,19.0,19.0,19.0,131.36,105.09,6.34,0.0,0.0,242.79,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,21.0,21.0,21.0,149.56,119.65,8.92,0.0,0.0,278.13,24.0,24.0,24.0,176.86,141.49,0.0,0.0,0.0,318.35
1236174-7,Ativa,Ativa,Y20S145880,UNIJATO - PRÉ EQUIPADO,MARCA D,"1,6","3/4""",Classe B,21/07/2020,Comercial,,1.0,,,9.0,9.0,10.0,76.29,61.03,0.0,0.0,0.0,137.32,9.0,9.0,10.0,76.29,61.03,0.0,0.0,0.0,137.32,7.0,7.0,10.0,76.29,61.03,0.0,0.0,0.0,137.32,3.0,3.0,10.0,76.29,61.03,0.0,0.0,0.0,137.32,6.0,6.0,10.0,72.88,58.3,0.0,0.0,0.0,131.18,7.0,7.0,10.0,72.88,58.3,0.0,0.0,0.0,131.18,4.0,4.0,10.0,72.88,58.3,0.0,0.0,0.0,131.18,4.0,4.0,10.0,72.88,58.3,0.0,0.0,0.0,131.18,4.0,4.0,10.0,72.88,58.3,0.0,0.0,0.0,131.18,4.0,4.0,10.0,72.88,58.3,0.0,0.0,0.0,131.18,3.0,3.0,10.0,72.88,58.3,0.0,0.0,0.0,131.18,3.0,3.0,10.0,72.88,58.3,0.0,0.0,0.0,131.18,4.0,4.0,10.0,72.88,58.3,0.0,0.0,0.0,131.18
1236188-7,Ativa,Ativa,Y21S506371,Unijato,MARCA A,"1,6","3/4""",Classe B,21/09/2022,Residencial,1.0,,,,12.0,12.0,12.0,70.83,56.66,0.0,0.0,0.0,127.49,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,15.0,15.0,15.0,99.42,79.54,0.0,0.0,0.0,178.96,14.0,14.0,14.0,89.89,71.91,0.0,0.0,0.0,161.8,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,99.0,99.0,99.0,1268.57,1014.86,-1831.75,0.0,0.0,451.68,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07
1237341-9,Ativa,Ativa,Y21S227393,Unijato,MARCA A,"1,6","3/4""",Classe B,18/05/2022,Residencial,1.0,,,,7.0,7.0,10.0,51.77,41.42,6.21,0.0,0.0,99.4,7.0,7.0,10.0,51.77,41.42,3.04,0.0,0.0,96.23,8.0,8.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,8.0,8.0,10.0,51.77,41.42,5.31,0.0,0.0,98.5,7.0,7.0,10.0,49.46,39.57,7.77,0.0,0.0,96.8,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,5.0,5.0,10.0,49.46,39.57,3.08,0.0,0.0,92.11,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,2.44,0.0,0.0,91.47,7.0,7.0,10.0,49.46,39.57,2.39,0.0,0.0,91.42,6.0,6.0,10.0,49.46,39.57,2.71,0.0,0.0,91.74,10.0,10.0,10.0,49.46,39.57,2.81,0.0,0.0,91.84,11.0,11.0,11.0,58.56,46.85,4.82,0.0,0.0,110.23
